order_id,expected_reason_code,note
order_000572,matched,"clean order, should reconcile on both legs"
order_000573,matched,"clean order, should reconcile on both legs"
order_000574,matched,"clean order, should reconcile on both legs"
order_000575,matched,"clean order, should reconcile on both legs"
order_000576,matched,"clean order, should reconcile on both legs"
order_000577,matched,"clean order, should reconcile on both legs"
order_000578,matched,"clean order, should reconcile on both legs"
order_000579,matched,"clean order, should reconcile on both legs"
order_000580,matched,"clean order, should reconcile on both legs"
order_000581,matched,"clean order, should reconcile on both legs"
order_000582,matched,"clean order, should reconcile on both legs"
order_000583,matched,"clean order, should reconcile on both legs"
order_000584,matched,"clean order, should reconcile on both legs"
order_000585,matched,"clean order, should reconcile on both legs"
order_000586,matched,"clean order, should reconcile on both legs"
order_000587,matched,"clean order, should reconcile on both legs"
order_000588,matched,"clean order, should reconcile on both legs"
order_000589,matched,"clean order, should reconcile on both legs"
order_000590,matched,"clean order, should reconcile on both legs"
order_000591,matched,"clean order, should reconcile on both legs"
order_000592,matched,"clean order, should reconcile on both legs"
order_000593,matched,"clean order, should reconcile on both legs"
order_000594,matched,"clean order, should reconcile on both legs"
order_000595,matched,"clean order, should reconcile on both legs"
order_000596,matched,"clean order, should reconcile on both legs"
order_000597,matched,"clean order, should reconcile on both legs"
order_000598,matched,"clean order, should reconcile on both legs"
order_000599,matched,"clean order, should reconcile on both legs"
order_000600,matched,"clean order, should reconcile on both legs"
order_000601,matched,"clean order, should reconcile on both legs"
order_000602,matched,"clean order, should reconcile on both legs"
order_000603,matched,"clean order, should reconcile on both legs"
order_000604,matched,"clean order, should reconcile on both legs"
order_000605,matched,"clean order, should reconcile on both legs"
order_000606,matched,"clean order, should reconcile on both legs"
order_000607,matched,"clean order, should reconcile on both legs"
order_000608,matched,"clean order, should reconcile on both legs"
order_000609,matched,"clean order, should reconcile on both legs"
order_000610,matched,"clean order, should reconcile on both legs"
order_000611,matched,"clean order, should reconcile on both legs"
order_000612,matched,"clean order, should reconcile on both legs"
order_000613,matched,"clean order, should reconcile on both legs"
order_000614,matched,"clean order, should reconcile on both legs"
order_000615,matched,"clean order, should reconcile on both legs"
order_000616,matched,"clean order, should reconcile on both legs"
order_000617,matched,"clean order, should reconcile on both legs"
order_000618,matched,"clean order, should reconcile on both legs"
order_000619,matched,"clean order, should reconcile on both legs"
order_000620,matched,"clean order, should reconcile on both legs"
order_000621,matched,"clean order, should reconcile on both legs"
order_000622,matched,"clean order, should reconcile on both legs"
order_000623,matched,"clean order, should reconcile on both legs"
order_000624,matched,"clean order, should reconcile on both legs"
order_000625,matched,"clean order, should reconcile on both legs"
order_000626,matched,"clean order, should reconcile on both legs"
order_000627,matched,"clean order, should reconcile on both legs"
order_000628,matched,"clean order, should reconcile on both legs"
order_000629,matched,"clean order, should reconcile on both legs"
order_000630,matched,"clean order, should reconcile on both legs"
order_000631,matched,"clean order, should reconcile on both legs"
order_000632,matched,"clean order, should reconcile on both legs"
order_000633,matched,"clean order, should reconcile on both legs"
order_000634,matched,"clean order, should reconcile on both legs"
order_000635,matched,"clean order, should reconcile on both legs"
order_000636,matched,"clean order, should reconcile on both legs"
order_000637,matched,"clean order, should reconcile on both legs"
order_000638,matched,"clean order, should reconcile on both legs"
order_000639,matched,"clean order, should reconcile on both legs"
order_000640,matched,"clean order, should reconcile on both legs"
order_000641,matched,"clean order, should reconcile on both legs"
order_000642,matched,"clean order, should reconcile on both legs"
order_000643,matched,"clean order, should reconcile on both legs"
order_000644,matched,"clean order, should reconcile on both legs"
order_000645,matched,"clean order, should reconcile on both legs"
order_000646,matched,"clean order, should reconcile on both legs"
order_000647,matched,"clean order, should reconcile on both legs"
order_000648,matched,"clean order, should reconcile on both legs"
order_000649,matched,"clean order, should reconcile on both legs"
order_000650,matched,"clean order, should reconcile on both legs"
order_000651,matched,"clean order, should reconcile on both legs"
order_000652,matched,"clean order, should reconcile on both legs"
order_000653,matched,"clean order, should reconcile on both legs"
order_000654,matched,"clean order, should reconcile on both legs"
order_000655,matched,"clean order, should reconcile on both legs"
order_000656,matched,"clean order, should reconcile on both legs"
order_000657,matched,"clean order, should reconcile on both legs"
order_000658,matched,"clean order, should reconcile on both legs"
order_000659,matched,"clean order, should reconcile on both legs"
order_000660,matched,"clean order, should reconcile on both legs"
order_000661,matched,"clean order, should reconcile on both legs"
order_000662,matched,"clean order, should reconcile on both legs"
order_000663,matched,"clean order, should reconcile on both legs"
order_000664,matched,"clean order, should reconcile on both legs"
order_000665,matched,"clean order, should reconcile on both legs"
order_000666,refund_not_reflected,Razorpay refunded; merchant ledger still books the full sale
order_000667,duplicate_settlement,two settlement rows exist for one order_id
order_000668,no_settlement_found,order never settled (stuck/orphan)
order_000669,fee_footing_mismatch,settled_amount does not foot against gross - fee - tax
order_000670,bank_credit_delayed,"bank credit lands 8 days after settlement, past the window"
order_000671,matched,"clean order, should reconcile on both legs"
order_000672,matched,"clean order, should reconcile on both legs"
order_000673,matched,"clean order, should reconcile on both legs"
order_000674,matched,"clean order, should reconcile on both legs"
order_000675,matched,"clean order, should reconcile on both legs"
order_000676,matched,"clean order, should reconcile on both legs"
order_000677,matched,"clean order, should reconcile on both legs"
order_000678,matched,"clean order, should reconcile on both legs"
order_000679,matched,"clean order, should reconcile on both legs"
order_000680,matched,"clean order, should reconcile on both legs"
order_000681,matched,"clean order, should reconcile on both legs"
order_000682,matched,"clean order, should reconcile on both legs"
order_000683,matched,"clean order, should reconcile on both legs"
order_000684,matched,"clean order, should reconcile on both legs"
order_000685,matched,"clean order, should reconcile on both legs"
order_000686,matched,"clean order, should reconcile on both legs"
order_000687,matched,"clean order, should reconcile on both legs"
order_000688,matched,"clean order, should reconcile on both legs"
order_000689,matched,"clean order, should reconcile on both legs"
order_000690,matched,"clean order, should reconcile on both legs"
order_000691,matched,"clean order, should reconcile on both legs"
order_000692,matched,"clean order, should reconcile on both legs"
order_000693,matched,"clean order, should reconcile on both legs"
order_000694,matched,"clean order, should reconcile on both legs"
order_000695,matched,"clean order, should reconcile on both legs"
order_000696,matched,"clean order, should reconcile on both legs"
order_000697,matched,"clean order, should reconcile on both legs"
order_000698,matched,"clean order, should reconcile on both legs"
order_000699,matched,"clean order, should reconcile on both legs"
order_000700,matched,"clean order, should reconcile on both legs"
order_000701,matched,"clean order, should reconcile on both legs"
order_000702,matched,"clean order, should reconcile on both legs"
order_000703,matched,"clean order, should reconcile on both legs"
order_000704,matched,"clean order, should reconcile on both legs"
order_000705,matched,"clean order, should reconcile on both legs"
order_000706,matched,"clean order, should reconcile on both legs"
order_000707,matched,"clean order, should reconcile on both legs"
order_000708,matched,"clean order, should reconcile on both legs"
order_000709,matched,"clean order, should reconcile on both legs"
order_000710,matched,"clean order, should reconcile on both legs"
order_000711,matched,"clean order, should reconcile on both legs"
order_000712,matched,"clean order, should reconcile on both legs"
order_000713,matched,"clean order, should reconcile on both legs"
order_000714,matched,"clean order, should reconcile on both legs"
order_000715,matched,"clean order, should reconcile on both legs"
order_000716,matched,"clean order, should reconcile on both legs"
order_000717,matched,"clean order, should reconcile on both legs"
order_000718,matched,"clean order, should reconcile on both legs"
order_000719,matched,"clean order, should reconcile on both legs"
order_000720,matched,"clean order, should reconcile on both legs"
order_000721,matched,"clean order, should reconcile on both legs"
order_000722,matched,"clean order, should reconcile on both legs"
order_000723,matched,"clean order, should reconcile on both legs"
order_000724,matched,"clean order, should reconcile on both legs"
order_000725,matched,"clean order, should reconcile on both legs"
order_000726,matched,"clean order, should reconcile on both legs"
order_000727,matched,"clean order, should reconcile on both legs"
order_000728,matched,"clean order, should reconcile on both legs"
order_000729,matched,"clean order, should reconcile on both legs"
order_000730,matched,"clean order, should reconcile on both legs"
order_000731,matched,"clean order, should reconcile on both legs"
order_000732,matched,"clean order, should reconcile on both legs"
order_000733,matched,"clean order, should reconcile on both legs"
order_000734,matched,"clean order, should reconcile on both legs"
order_000735,matched,"clean order, should reconcile on both legs"
order_000736,matched,"clean order, should reconcile on both legs"
order_000737,matched,"clean order, should reconcile on both legs"
order_000738,matched,"clean order, should reconcile on both legs"
order_000739,matched,"clean order, should reconcile on both legs"
order_000740,matched,"clean order, should reconcile on both legs"
order_000741,matched,"clean order, should reconcile on both legs"
order_000742,matched,"clean order, should reconcile on both legs"
order_000743,matched,"clean order, should reconcile on both legs"
order_000744,matched,"clean order, should reconcile on both legs"
order_000745,matched,"clean order, should reconcile on both legs"
order_000746,matched,"clean order, should reconcile on both legs"
order_000747,matched,"clean order, should reconcile on both legs"
order_000748,matched,"clean order, should reconcile on both legs"
order_000749,matched,"clean order, should reconcile on both legs"
order_000750,matched,"clean order, should reconcile on both legs"
order_000751,matched,"clean order, should reconcile on both legs"
order_000752,matched,"clean order, should reconcile on both legs"
order_000753,matched,"clean order, should reconcile on both legs"
order_000754,matched,"clean order, should reconcile on both legs"
order_000755,matched,"clean order, should reconcile on both legs"
order_000756,matched,"clean order, should reconcile on both legs"
order_000757,matched,"clean order, should reconcile on both legs"
order_000758,matched,"clean order, should reconcile on both legs"
order_000759,matched,"clean order, should reconcile on both legs"
order_000760,matched,"clean order, should reconcile on both legs"
order_000761,matched,"clean order, should reconcile on both legs"
order_000762,matched,"clean order, should reconcile on both legs"
order_000763,matched,"clean order, should reconcile on both legs"
order_000764,matched,"clean order, should reconcile on both legs"
order_000765,matched,"clean order, should reconcile on both legs"
order_000766,matched,"clean order, should reconcile on both legs"
order_000767,matched,"clean order, should reconcile on both legs"
order_000768,matched,"clean order, should reconcile on both legs"
order_000769,matched,"clean order, should reconcile on both legs"
order_000770,matched,"clean order, should reconcile on both legs"
order_000771,matched,"clean order, should reconcile on both legs"
order_000772,matched,"clean order, should reconcile on both legs"
order_000773,matched,"clean order, should reconcile on both legs"
order_000774,matched,"clean order, should reconcile on both legs"
order_000775,matched,"clean order, should reconcile on both legs"
order_000776,matched,"clean order, should reconcile on both legs"
order_000777,matched,"clean order, should reconcile on both legs"
order_000778,matched,"clean order, should reconcile on both legs"
order_000779,matched,"clean order, should reconcile on both legs"
order_000780,matched,"clean order, should reconcile on both legs"
order_000781,matched,"clean order, should reconcile on both legs"
order_000782,matched,"clean order, should reconcile on both legs"
order_000783,matched,"clean order, should reconcile on both legs"
order_000784,matched,"clean order, should reconcile on both legs"
order_000785,matched,"clean order, should reconcile on both legs"
order_000786,matched,"clean order, should reconcile on both legs"
order_000787,matched,"clean order, should reconcile on both legs"
order_000788,matched,"clean order, should reconcile on both legs"
order_000789,matched,"clean order, should reconcile on both legs"
order_000790,matched,"clean order, should reconcile on both legs"
order_000791,matched,"clean order, should reconcile on both legs"
order_000792,matched,"clean order, should reconcile on both legs"
order_000793,matched,"clean order, should reconcile on both legs"
order_000794,matched,"clean order, should reconcile on both legs"
order_000795,matched,"clean order, should reconcile on both legs"
order_000796,matched,"clean order, should reconcile on both legs"
order_000797,matched,"clean order, should reconcile on both legs"
order_000798,matched,"clean order, should reconcile on both legs"
order_000799,matched,"clean order, should reconcile on both legs"
order_000800,matched,"clean order, should reconcile on both legs"
order_000801,matched,"clean order, should reconcile on both legs"
order_000802,matched,"clean order, should reconcile on both legs"
order_000803,matched,"clean order, should reconcile on both legs"
order_000804,matched,"clean order, should reconcile on both legs"
order_000805,matched,"clean order, should reconcile on both legs"
order_000806,matched,"clean order, should reconcile on both legs"
order_000807,matched,"clean order, should reconcile on both legs"
order_000808,matched,"clean order, should reconcile on both legs"
order_000809,matched,"clean order, should reconcile on both legs"
order_000810,matched,"clean order, should reconcile on both legs"
order_000811,matched,"clean order, should reconcile on both legs"
order_000812,matched,"clean order, should reconcile on both legs"
order_000813,matched,"clean order, should reconcile on both legs"
order_000814,matched,"clean order, should reconcile on both legs"
order_000815,matched,"clean order, should reconcile on both legs"
order_000816,matched,"clean order, should reconcile on both legs"
order_000817,matched,"clean order, should reconcile on both legs"
order_000818,matched,"clean order, should reconcile on both legs"
order_000819,matched,"clean order, should reconcile on both legs"
order_000820,matched,"clean order, should reconcile on both legs"
order_000821,matched,"clean order, should reconcile on both legs"
order_000822,matched,"clean order, should reconcile on both legs"
order_000823,matched,"clean order, should reconcile on both legs"
order_000824,matched,"clean order, should reconcile on both legs"
order_000825,matched,"clean order, should reconcile on both legs"
order_000826,matched,"clean order, should reconcile on both legs"
order_000827,matched,"clean order, should reconcile on both legs"
order_000828,matched,"clean order, should reconcile on both legs"
order_000829,matched,"clean order, should reconcile on both legs"
order_000830,matched,"clean order, should reconcile on both legs"
order_000831,matched,"clean order, should reconcile on both legs"
order_000832,matched,"clean order, should reconcile on both legs"
order_000833,matched,"clean order, should reconcile on both legs"
order_000834,matched,"clean order, should reconcile on both legs"
order_000835,matched,"clean order, should reconcile on both legs"
order_000836,matched,"clean order, should reconcile on both legs"
order_000837,matched,"clean order, should reconcile on both legs"
order_000838,matched,"clean order, should reconcile on both legs"
order_000839,matched,"clean order, should reconcile on both legs"
order_000840,matched,"clean order, should reconcile on both legs"
order_000841,matched,"clean order, should reconcile on both legs"
order_000842,matched,"clean order, should reconcile on both legs"
order_000843,matched,"clean order, should reconcile on both legs"
order_000844,matched,"clean order, should reconcile on both legs"
order_000845,matched,"clean order, should reconcile on both legs"
order_000846,matched,"clean order, should reconcile on both legs"
order_000847,matched,"clean order, should reconcile on both legs"
order_000848,matched,"clean order, should reconcile on both legs"
order_000849,matched,"clean order, should reconcile on both legs"
order_000850,matched,"clean order, should reconcile on both legs"
order_000851,matched,"clean order, should reconcile on both legs"
order_000852,matched,"clean order, should reconcile on both legs"
order_000853,matched,"clean order, should reconcile on both legs"
order_000854,matched,"clean order, should reconcile on both legs"
order_000855,matched,"clean order, should reconcile on both legs"
order_000856,matched,"clean order, should reconcile on both legs"
order_000857,matched,"clean order, should reconcile on both legs"
order_000858,matched,"clean order, should reconcile on both legs"
order_000859,matched,"clean order, should reconcile on both legs"
order_000860,matched,"clean order, should reconcile on both legs"
order_000861,matched,"clean order, should reconcile on both legs"
order_000862,matched,"clean order, should reconcile on both legs"
order_000863,matched,"clean order, should reconcile on both legs"
order_000864,matched,"clean order, should reconcile on both legs"
order_000865,matched,"clean order, should reconcile on both legs"
order_000866,matched,"clean order, should reconcile on both legs"
order_000867,matched,"clean order, should reconcile on both legs"
order_000868,matched,"clean order, should reconcile on both legs"
order_000869,matched,"clean order, should reconcile on both legs"
order_000870,matched,"clean order, should reconcile on both legs"
order_000871,matched,"clean order, should reconcile on both legs"
order_000872,matched,"clean order, should reconcile on both legs"
order_000873,matched,"clean order, should reconcile on both legs"
order_000874,matched,"clean order, should reconcile on both legs"
order_000875,matched,"clean order, should reconcile on both legs"
order_000876,matched,"clean order, should reconcile on both legs"
order_000877,matched,"clean order, should reconcile on both legs"
order_000878,matched,"clean order, should reconcile on both legs"
order_000879,matched,"clean order, should reconcile on both legs"
order_000880,matched,"clean order, should reconcile on both legs"
order_000881,matched,"clean order, should reconcile on both legs"
order_000882,matched,"clean order, should reconcile on both legs"
order_000883,matched,"clean order, should reconcile on both legs"
order_000884,matched,"clean order, should reconcile on both legs"
order_000885,matched,"clean order, should reconcile on both legs"
order_000886,matched,"clean order, should reconcile on both legs"
order_000887,matched,"clean order, should reconcile on both legs"
order_000888,refund_not_reflected,Razorpay refunded; merchant ledger still books the full sale
order_000889,duplicate_settlement,two settlement rows exist for one order_id
order_000890,no_settlement_found,order never settled (stuck/orphan)
order_000891,fee_footing_mismatch,settled_amount does not foot against gross - fee - tax
order_000892,bank_credit_delayed,"bank credit lands 8 days after settlement, past the window"
order_000893,matched,"clean order, should reconcile on both legs"
order_000894,matched,"clean order, should reconcile on both legs"
order_000895,matched,"clean order, should reconcile on both legs"
order_000896,matched,"clean order, should reconcile on both legs"
order_000897,matched,"clean order, should reconcile on both legs"
order_000898,matched,"clean order, should reconcile on both legs"
order_000899,matched,"clean order, should reconcile on both legs"
order_000900,matched,"clean order, should reconcile on both legs"
order_000901,matched,"clean order, should reconcile on both legs"
order_000902,matched,"clean order, should reconcile on both legs"
order_000903,matched,"clean order, should reconcile on both legs"
order_000904,matched,"clean order, should reconcile on both legs"
order_000905,matched,"clean order, should reconcile on both legs"
order_000906,matched,"clean order, should reconcile on both legs"
order_000907,matched,"clean order, should reconcile on both legs"
order_000908,matched,"clean order, should reconcile on both legs"
order_000909,matched,"clean order, should reconcile on both legs"
order_000910,matched,"clean order, should reconcile on both legs"
order_000911,matched,"clean order, should reconcile on both legs"
order_000912,matched,"clean order, should reconcile on both legs"
order_000913,matched,"clean order, should reconcile on both legs"
order_000914,matched,"clean order, should reconcile on both legs"
order_000915,matched,"clean order, should reconcile on both legs"
order_000916,matched,"clean order, should reconcile on both legs"
order_000917,matched,"clean order, should reconcile on both legs"
order_000918,matched,"clean order, should reconcile on both legs"
order_000919,matched,"clean order, should reconcile on both legs"
order_000920,matched,"clean order, should reconcile on both legs"
order_000921,matched,"clean order, should reconcile on both legs"
order_000922,matched,"clean order, should reconcile on both legs"
order_000923,matched,"clean order, should reconcile on both legs"
order_000924,matched,"clean order, should reconcile on both legs"
order_000925,matched,"clean order, should reconcile on both legs"
order_000926,matched,"clean order, should reconcile on both legs"
order_000927,matched,"clean order, should reconcile on both legs"
order_000928,matched,"clean order, should reconcile on both legs"
order_000929,matched,"clean order, should reconcile on both legs"
order_000930,matched,"clean order, should reconcile on both legs"
order_000931,matched,"clean order, should reconcile on both legs"
order_000932,matched,"clean order, should reconcile on both legs"
order_000933,matched,"clean order, should reconcile on both legs"
order_000934,matched,"clean order, should reconcile on both legs"
order_000935,matched,"clean order, should reconcile on both legs"
order_000936,matched,"clean order, should reconcile on both legs"
order_000937,matched,"clean order, should reconcile on both legs"
order_000938,matched,"clean order, should reconcile on both legs"
order_000939,matched,"clean order, should reconcile on both legs"
order_000940,matched,"clean order, should reconcile on both legs"
order_000941,matched,"clean order, should reconcile on both legs"
order_000942,matched,"clean order, should reconcile on both legs"
order_000943,matched,"clean order, should reconcile on both legs"
order_000944,matched,"clean order, should reconcile on both legs"
order_000945,matched,"clean order, should reconcile on both legs"
order_000946,matched,"clean order, should reconcile on both legs"
order_000947,matched,"clean order, should reconcile on both legs"
order_000948,matched,"clean order, should reconcile on both legs"
order_000949,matched,"clean order, should reconcile on both legs"
order_000950,matched,"clean order, should reconcile on both legs"
order_000951,matched,"clean order, should reconcile on both legs"
order_000952,matched,"clean order, should reconcile on both legs"
order_000953,matched,"clean order, should reconcile on both legs"
order_000954,matched,"clean order, should reconcile on both legs"
order_000955,matched,"clean order, should reconcile on both legs"
order_000956,matched,"clean order, should reconcile on both legs"
order_000957,matched,"clean order, should reconcile on both legs"
order_000958,matched,"clean order, should reconcile on both legs"
order_000959,matched,"clean order, should reconcile on both legs"
order_000960,matched,"clean order, should reconcile on both legs"
order_000961,matched,"clean order, should reconcile on both legs"
order_000962,matched,"clean order, should reconcile on both legs"
order_000963,matched,"clean order, should reconcile on both legs"
order_000964,matched,"clean order, should reconcile on both legs"
order_000965,matched,"clean order, should reconcile on both legs"
order_000966,matched,"clean order, should reconcile on both legs"
order_000967,matched,"clean order, should reconcile on both legs"
order_000968,matched,"clean order, should reconcile on both legs"
order_000969,matched,"clean order, should reconcile on both legs"
order_000970,matched,"clean order, should reconcile on both legs"
order_000971,matched,"clean order, should reconcile on both legs"
order_000972,matched,"clean order, should reconcile on both legs"
order_000973,matched,"clean order, should reconcile on both legs"
order_000974,matched,"clean order, should reconcile on both legs"
order_000975,matched,"clean order, should reconcile on both legs"
order_000976,matched,"clean order, should reconcile on both legs"
order_000977,matched,"clean order, should reconcile on both legs"
order_000978,matched,"clean order, should reconcile on both legs"
order_000979,matched,"clean order, should reconcile on both legs"
order_000980,matched,"clean order, should reconcile on both legs"
order_000981,matched,"clean order, should reconcile on both legs"
order_000982,matched,"clean order, should reconcile on both legs"
order_000983,matched,"clean order, should reconcile on both legs"
order_000984,matched,"clean order, should reconcile on both legs"
order_000985,matched,"clean order, should reconcile on both legs"
order_000986,matched,"clean order, should reconcile on both legs"
order_000987,matched,"clean order, should reconcile on both legs"
order_000988,matched,"clean order, should reconcile on both legs"
order_000989,matched,"clean order, should reconcile on both legs"
order_000990,matched,"clean order, should reconcile on both legs"
order_000991,matched,"clean order, should reconcile on both legs"
order_000992,matched,"clean order, should reconcile on both legs"
order_000993,matched,"clean order, should reconcile on both legs"
order_000994,matched,"clean order, should reconcile on both legs"
order_000995,matched,"clean order, should reconcile on both legs"
order_000996,matched,"clean order, should reconcile on both legs"
order_000997,matched,"clean order, should reconcile on both legs"
order_000998,matched,"clean order, should reconcile on both legs"
order_000999,matched,"clean order, should reconcile on both legs"
order_001000,matched,"clean order, should reconcile on both legs"
order_001001,matched,"clean order, should reconcile on both legs"
order_001002,matched,"clean order, should reconcile on both legs"
order_001003,matched,"clean order, should reconcile on both legs"
order_001004,matched,"clean order, should reconcile on both legs"
order_001005,matched,"clean order, should reconcile on both legs"
order_001006,matched,"clean order, should reconcile on both legs"
order_001007,matched,"clean order, should reconcile on both legs"
order_001008,matched,"clean order, should reconcile on both legs"
order_001009,matched,"clean order, should reconcile on both legs"
order_001010,matched,"clean order, should reconcile on both legs"
order_001011,matched,"clean order, should reconcile on both legs"
order_001012,matched,"clean order, should reconcile on both legs"
order_001013,matched,"clean order, should reconcile on both legs"
order_001014,matched,"clean order, should reconcile on both legs"
order_001015,matched,"clean order, should reconcile on both legs"
order_001016,matched,"clean order, should reconcile on both legs"
order_001017,matched,"clean order, should reconcile on both legs"
order_001018,matched,"clean order, should reconcile on both legs"
order_001019,matched,"clean order, should reconcile on both legs"
order_001020,matched,"clean order, should reconcile on both legs"
order_001021,matched,"clean order, should reconcile on both legs"
order_001022,matched,"clean order, should reconcile on both legs"
order_001023,matched,"clean order, should reconcile on both legs"
order_001024,matched,"clean order, should reconcile on both legs"
order_001025,matched,"clean order, should reconcile on both legs"
order_001026,matched,"clean order, should reconcile on both legs"
order_001027,matched,"clean order, should reconcile on both legs"
order_001028,matched,"clean order, should reconcile on both legs"
order_001029,matched,"clean order, should reconcile on both legs"
order_001030,matched,"clean order, should reconcile on both legs"
order_001031,matched,"clean order, should reconcile on both legs"
order_001032,matched,"clean order, should reconcile on both legs"
order_001033,matched,"clean order, should reconcile on both legs"
order_001034,matched,"clean order, should reconcile on both legs"
order_001035,matched,"clean order, should reconcile on both legs"
order_001036,matched,"clean order, should reconcile on both legs"
order_001037,matched,"clean order, should reconcile on both legs"
order_001038,matched,"clean order, should reconcile on both legs"
order_001039,matched,"clean order, should reconcile on both legs"
order_001040,matched,"clean order, should reconcile on both legs"
order_001041,matched,"clean order, should reconcile on both legs"
order_001042,matched,"clean order, should reconcile on both legs"
order_001043,matched,"clean order, should reconcile on both legs"
order_001044,matched,"clean order, should reconcile on both legs"
order_001045,matched,"clean order, should reconcile on both legs"
order_001046,matched,"clean order, should reconcile on both legs"
order_001047,matched,"clean order, should reconcile on both legs"
order_001048,matched,"clean order, should reconcile on both legs"
order_001049,matched,"clean order, should reconcile on both legs"
order_001050,matched,"clean order, should reconcile on both legs"
order_001051,matched,"clean order, should reconcile on both legs"
order_001052,matched,"clean order, should reconcile on both legs"
order_001053,matched,"clean order, should reconcile on both legs"
order_001054,matched,"clean order, should reconcile on both legs"
order_001055,matched,"clean order, should reconcile on both legs"
order_001056,matched,"clean order, should reconcile on both legs"
order_001057,matched,"clean order, should reconcile on both legs"
order_001058,matched,"clean order, should reconcile on both legs"
order_001059,matched,"clean order, should reconcile on both legs"
order_001060,matched,"clean order, should reconcile on both legs"
order_001061,matched,"clean order, should reconcile on both legs"
order_001062,matched,"clean order, should reconcile on both legs"
order_001063,matched,"clean order, should reconcile on both legs"
order_001064,matched,"clean order, should reconcile on both legs"
order_001065,matched,"clean order, should reconcile on both legs"
order_001066,matched,"clean order, should reconcile on both legs"
order_001067,matched,"clean order, should reconcile on both legs"
order_001068,matched,"clean order, should reconcile on both legs"
order_001069,matched,"clean order, should reconcile on both legs"
order_001070,matched,"clean order, should reconcile on both legs"
order_001071,matched,"clean order, should reconcile on both legs"
order_001072,matched,"clean order, should reconcile on both legs"
order_001073,matched,"clean order, should reconcile on both legs"
order_001074,matched,"clean order, should reconcile on both legs"
order_001075,matched,"clean order, should reconcile on both legs"
order_001076,matched,"clean order, should reconcile on both legs"
order_001077,matched,"clean order, should reconcile on both legs"
order_001078,matched,"clean order, should reconcile on both legs"
order_001079,matched,"clean order, should reconcile on both legs"
order_001080,matched,"clean order, should reconcile on both legs"
order_001081,matched,"clean order, should reconcile on both legs"
order_001082,matched,"clean order, should reconcile on both legs"
order_001083,matched,"clean order, should reconcile on both legs"
order_001084,matched,"clean order, should reconcile on both legs"
order_001085,matched,"clean order, should reconcile on both legs"
order_001086,matched,"clean order, should reconcile on both legs"
order_001087,matched,"clean order, should reconcile on both legs"
order_001088,matched,"clean order, should reconcile on both legs"
order_001089,matched,"clean order, should reconcile on both legs"
order_001090,matched,"clean order, should reconcile on both legs"
order_001091,matched,"clean order, should reconcile on both legs"
order_001092,matched,"clean order, should reconcile on both legs"
order_001093,matched,"clean order, should reconcile on both legs"
order_001094,matched,"clean order, should reconcile on both legs"
order_001095,matched,"clean order, should reconcile on both legs"
order_001096,matched,"clean order, should reconcile on both legs"
order_001097,matched,"clean order, should reconcile on both legs"
order_001098,matched,"clean order, should reconcile on both legs"
order_001099,matched,"clean order, should reconcile on both legs"
order_001100,matched,"clean order, should reconcile on both legs"
order_001101,matched,"clean order, should reconcile on both legs"
order_001102,matched,"clean order, should reconcile on both legs"
order_001103,matched,"clean order, should reconcile on both legs"
order_001104,matched,"clean order, should reconcile on both legs"
order_001105,matched,"clean order, should reconcile on both legs"
order_001106,matched,"clean order, should reconcile on both legs"
order_001107,matched,"clean order, should reconcile on both legs"
order_001108,matched,"clean order, should reconcile on both legs"
order_001109,matched,"clean order, should reconcile on both legs"
order_001110,refund_not_reflected,Razorpay refunded; merchant ledger still books the full sale
order_001111,duplicate_settlement,two settlement rows exist for one order_id
order_001112,no_settlement_found,order never settled (stuck/orphan)
order_001113,fee_footing_mismatch,settled_amount does not foot against gross - fee - tax
order_001114,bank_credit_delayed,"bank credit lands 8 days after settlement, past the window"
order_001115,matched,"clean order, should reconcile on both legs"
order_001116,matched,"clean order, should reconcile on both legs"
order_001117,matched,"clean order, should reconcile on both legs"
order_001118,matched,"clean order, should reconcile on both legs"
order_001119,matched,"clean order, should reconcile on both legs"
order_001120,matched,"clean order, should reconcile on both legs"
order_001121,matched,"clean order, should reconcile on both legs"
order_001122,matched,"clean order, should reconcile on both legs"
order_001123,matched,"clean order, should reconcile on both legs"
order_001124,matched,"clean order, should reconcile on both legs"
order_001125,matched,"clean order, should reconcile on both legs"
order_001126,matched,"clean order, should reconcile on both legs"
order_001127,matched,"clean order, should reconcile on both legs"
order_001128,matched,"clean order, should reconcile on both legs"
order_001129,matched,"clean order, should reconcile on both legs"
order_001130,matched,"clean order, should reconcile on both legs"
order_001131,matched,"clean order, should reconcile on both legs"
order_001132,matched,"clean order, should reconcile on both legs"
order_001133,matched,"clean order, should reconcile on both legs"
order_001134,matched,"clean order, should reconcile on both legs"
order_001135,matched,"clean order, should reconcile on both legs"
order_001136,matched,"clean order, should reconcile on both legs"
order_001137,matched,"clean order, should reconcile on both legs"
order_001138,matched,"clean order, should reconcile on both legs"
order_001139,matched,"clean order, should reconcile on both legs"
order_001140,matched,"clean order, should reconcile on both legs"
order_001141,matched,"clean order, should reconcile on both legs"
order_001142,matched,"clean order, should reconcile on both legs"
order_001143,matched,"clean order, should reconcile on both legs"
order_001144,matched,"clean order, should reconcile on both legs"
order_001145,matched,"clean order, should reconcile on both legs"
order_001146,matched,"clean order, should reconcile on both legs"
order_001147,matched,"clean order, should reconcile on both legs"
order_001148,matched,"clean order, should reconcile on both legs"
